순번,영화명,개봉일,전국관객수
610,내 남자의 로맨스,2004-07-16,1083556 
611,가디언즈,2012-11-29,1075584 
612,더 울버린,2013-07-25,1075333 
613,섹스 앤 더 시티,2008-06-05,1074321 
614,블레이드 3,2004-12-15,1069643 
615,오빠생각,2016-01-21,1069436 
616,새드무비,2005-10-20,1066765 
617,노잉,2009-04-16,1063955 
618,"날, 보러와요",2016-04-07,1061412 
619,수상한 고객들,2011-04-14,1059350 
620,남극일기,2005-05-19,1057311 
621,빨간모자의 진실,2006-04-06,1057223 
622,라따뚜이,2007-07-25,1054886 
623,스텝업 2 : 더 스트리트,2008-03-13,1052379 
624,업,2009-07-29,1047327 
625,시크릿,2009-12-03,1046787 
626,그놈이다,2015-10-28,1046313 
627,동창생,2013-11-06,1044522 
628,슈퍼  배드,2010-09-16,1043904 
629,마음이...,2006-10-26,1042166 
630,점박이:한반도의 공룡3D,2012-01-26,1040636 
631,삼국지:용의 부활,2008-04-03,1036172 
632,이프 온리,2004-10-29,1031075 
633,파괴된 사나이,2010-07-01,1030285 
634,오직 그대만,2011-10-20,1027622 
635,개구쟁이 스머프,2011-08-11,1027438 
636,우아한 세계,2007-04-05,1025781 
637,김관장 대 김관장 대 김관장,2007-02-08,1025618 
638,데이지,2006-03-09,1023096 
639,에라곤,2007-01-11,1022140 
640,로그 원: 스타워즈 스토리,2016-12-28,1019300 
641,야수,2006-01-12,1016152 
642,본 레거시,2012-09-06,1015711 
643,밴티지 포인트,2008-02-28,1015287 
644,향수 : 어느 살인자의 이야기,2007-03-22,1011710 
645,심장이 뛴다,2011-01-05,1006947 
646,셔터 아일랜드,2010-03-18,1006833 
647,라푼젤,2011-02-10,1006075 
648,분신사바,2004-08-05,1001125 
649,지오스톰,2017-10-19,999210 
650,맨 인 더 다크,2016-10-05,999047 
651,오스트레일리아,2008-12-10,998528 
652,인크레더블 헐크,2008-06-12,992064 
653,강력 3반,2005-09-29,989573 
654,방가? 방가!,2010-09-30,989021 
655,방황하는 칼날,2014-04-10,987420 
656,시체가 돌아왔다,2012-03-29,986547 
657,미쓰 와이프,2015-08-13,984265 
658,게이샤의 추억,2006-02-02,983635 
659,파퍼씨네 펭귄들,2011-09-07,979739 
660,로보캅,2014-02-13,979509 
661,원더풀 라디오,2012-01-05,977470 
662,내 사랑,2007-12-18,977401 
663,돈 크라이 마미,2012-11-22,975462 
664,바보,2008-02-28,974554 
665,에픽 : 숲속의 전설 ,2013-08-07,973703 
666,"고산자, 대동여지도",2016-09-07,971194 
667,우리는 형제입니다,2014-10-23,970373 
668,프로메테우스,2012-06-06,970275 
669,전국노래자랑,2013-05-01,963634 
670,쿵푸 허슬,2005-01-14,963580 
671,백야행,2009-11-19,956767 
672,잭 더 자이언트 킬러,2013-02-28,956154 
673,허삼관,2015-01-14,955175 
674,황후화,2007-01-25,954387 
675,스텝업4 : 레볼루션,2012-08-15,953871 
676,트랜스포터-라스트 미션,2009-01-08,951855 
677,그는 당신에게 반하지 않았다,2009-02-12,949324 
678,상사부일체,2007-09-19,947510 
679,새미의 어드벤쳐,2010-12-15,946615 
680,오로라 공주,2005-10-27,946372 
681,GP 506,2008-04-03,945185 
682,월터의 상상은 현실이 된다,2013-12-31,941672 
683,크루즈 패밀리,2013-05-16,941615 
684,일본침몰,2006-08-31,940560 
685,미 비포 유,2016-06-01,939658 
686,오만과 편견,2006-03-24,938874 
687,불한당: 나쁜 놈들의 세상,2017-05-17,937751 
688,평행이론,2010-02-18,937029 
689,투 가이즈,2004-07-09,931000 
690,뽀로로 극장판 슈퍼썰매 대모험,2013-01-23,929985 
691,애나벨,2014-10-02,925813 
692,뉴월드,2005-11-25,925154 
693,샤크,2005-01-07,925154 
694,슈퍼배드 2,2013-09-12,925108 
695,아이스 에이지 2,2006-04-20,924050 
696,매그니피센트 7,2016-09-14,921317 
697,배트맨 비긴즈,2005-06-24,921300 
698,갓 오브 이집트,2016-03-03,918678 
699,주먹왕 랄프,2012-12-19,918183 
700,투어리스트,2010-12-09,915359 
701,크로싱,2008-06-26,907255 
702,헷지,2006-05-31,905983 
703,예의없는 것들,2006-08-24,904802 
704,썬더와 마법저택,2013-12-24,904145 
705,마이 파더,2007-09-06,902090 
706,점쟁이들,2012-10-03,900054 
707,누구나 비밀은 있다,2004-07-30,896000 
708,타이탄의 분노,2012-03-29,893027 
709,방과후 옥상,2006-03-16,891417 
710,베오울프,2007-11-14,890100 
711,그것,2017-09-06,888321 
712,몬스터 호텔,2013-01-17,884885 
713,돈 텔 파파,2004-09-03,880744 
714,아이스 에이지 3: 공룡시대,2009-08-12,877398 
715,메가마인드,2011-01-13,875481 
716,블랙,2009-08-27,874913 
717,디스 민즈 워,2012-02-29,873396 
718,스카이 라인,2010-11-24,873079 
719,고死 두 번째 이야기: 교생실습,2010-07-28,872594 
720,열한시,2013-11-28,870785 
721,몬스터 대학교,2013-09-12,870065 
722,개구쟁이 스머프 2,2013-08-01,869805 
723,미확인 동영상 : 절대클릭금지,2012-05-30,867386 
724,맹부삼천지교,2004-03-26,860044 
725,레모니 스니켓의 위험한 대결,2005-01-28,858847 
726,레전드 오브 타잔,2016-06-29,858402 
727,숙명,2008-03-20,858215 
728,올드미스다이어리,2006-12-21,856090 
729,살인의뢰,2015-03-12,855980 
730,헝거게임: 모킹제이,2014-11-20,854377 
731,디스트릭트 9,2009-10-15,853859 
732,스타더스트,2007-08-15,853441 
733,좋아해줘,2016-02-17,848148 
734,만추,2011-02-17,844103 
735,오션스 트웰브,2005-01-07,842000 
736,"이대로, 죽을 순 없다(Short Time)",2005-08-18,838419 
737,아는 여자,2004-06-25,838000 
738,대립군,2017-05-31,837477 
739,존 카터: 바숨 전쟁의 서막 ,2012-03-08,837426 
740,마린보이,2009-02-05,837059 
741,슈퍼스타 감사용,2004-09-17,834706 
742,체포왕,2011-05-04,831804 
743,어디선가 누군가에 무슨일이 생기면 틀림없이 나타난다 홍반장,2004-03-12,830000 
744,데자뷰,2007-01-11,829891 
745,손님,2015-07-09,827918 
746,로봇(애니),2005-07-28,826100 
747,인시디어스 3,2015-07-09,825517 
748,남쪽으로 튀어,2013-02-06,821918 
749,베이비 드라이버,2017-09-14,821442 
750,브리짓 존스의 베이비,2016-09-28,820995 
751,뮌헨,2006-02-10,817155 
752,틴틴 : 유니콘호의 비밀,2011-12-07,814023 
753,콜래트럴,2004-10-15,814000 
754,하트 오브 더 씨,2015-12-03,809755 
755,외출,2005-09-07,809191 
756,모범시민,2009-12-10,807486 
757,써로게이트,2009-10-01,806924 
758,밀리언 달러 베이비,2005-03-10,806891 
759,헝거게임: 더 파이널,2015-11-18,806709 
760,킹스 스피치,2011-03-17,806248 
761,스피드 레이서,2008-05-08,804631 
762,하늘에서 음식이 내린다면 2,2013-11-21,800062 
763,그놈은 멋있었다,2004-07-22,800000 
764,카트,2014-11-13,799275 
765,무극,2006-01-26,798091 
766,A-특공대,2010-06-10,791173 
767,화이트: 저주의 멜로디,2011-06-09,790954 
768,상의원,2014-12-24,790158 
769,노트북,2004-11-26,789087 
770,잭 리처,2013-01-17,784031 
771,러시 아워 3,2007-10-03,783668 
772,숨바꼭질,2005-02-25,779200 
773,데스노트,2006-11-02,777230 
774,관능의 법칙,2014-02-13,773996 
775,그랜드 부다페스트 호텔,2014-03-20,773649 
776,푸른소금,2011-08-31,771699 
777,플라이트 플랜,2005-11-18,771544 
778,나는 왕이로소이다,2012-08-08,768971 
779,나의 결혼원정기,2005-11-23,767657 
780,토르: 마법망치의 전설,2012-02-09,765315 
781,레지던트 이블: 파멸의 날,2017-01-25,765259 
782,공각기동대 : 고스트 인 더 쉘,2017-03-29,764072 
783,두 얼굴의 여친,2007-09-13,762112 
784,리오 2,2014-05-01,761404 
785,모던보이,2008-10-02,758473 
786,판타스틱4,2005-08-11,757900 
787,스플릿,2016-11-09,757430 
788,볼트,2008-12-31,757337 
789,"안녕, 헤이즐",2014-08-13,744387 
790,그림형제 : 마르바덴 숲의 전설,2005-11-17,744045 
791,주유소 습격사건 2,2010-01-21,742475 
792,디파티드,2006-11-23,742276 
793,싸이보그지만 괜찮아,2006-12-07,739481 
794,시간 여행자의 아내,2009-10-28,738963 
795,김씨표류기,2009-05-14,733931 
796,런던 해즈 폴른,2016-03-10,731551 
797,더 파이브,2013-11-14,731212 
798,Mr.로빈 꼬시기,2006-12-07,730443 
799,순정만화,2008-11-27,730343 
800,비스티 보이즈,2008-04-30,727409 
801,푸시,2009-03-19,726998 
802,해피 에로 크리스마스,2003-12-17,726783 
803,슬픔보다 더 슬픈 이야기,2009-03-11,724107 
804,드림걸즈,2007-02-22,722923 
805,80일간의 세계 일주,2004-09-17,721858 
806,꽃피는 봄이 오면,2004-09-23,717618 
807,신데렐라,2015-03-19,716386 
808,에비에이터,2005-02-18,715763 
809,풍산개,2011-06-23,714102 
810,고질라,2014-05-15,709734 
811,가을로,2006-10-26,707820 
812,마음이2,2010-07-21,707748 
813,로보트 태권 V,1977-04-08,705207 
814,라스베가스에서만 생길 수 있는 일,2008-05-29,704834 
815,스위니 토드 : 어느 잔혹한 이발사 이야기,2008-01-17,704058 
816,국가대표 2,2016-08-10,703024 
817,천일의 스캔들,2008-03-20,700095 
818,내 깡패 같은 애인,2010-05-20,699973 
819,6월의 일기,2005-12-01,697980 
820,트랜센던스,2014-05-14,696412 
821,피터 팬,2004-01-16,694782 
822,님스 아일랜드,2008-07-17,694728 
823,통증,2011-09-07,693101 
824,여교수의 은밀한 매력,2006-03-16,691735 
825,인페르노,2016-10-19,689071 
826,분노의 질주: 더 오리지널,2009-04-02,685746 
827,스텝 업 3D,2010-08-05,682712 
828,스파이더위크가의 비밀,2008-02-14,682525 
829,픽셀,2015-07-16,681945 
830,앵그리버드 더 무비,2016-05-19,680606 
831,천하장사 마돈나,2006-08-31,678930 
832,기담,2007-08-01,678546 
833,리턴,2007-08-08,677939 
834,트롤,2017-02-16,675966 
835,Mr.히치: 당신을 위한 데이트 코치,2005-03-11,675444 
836,몬스터 vs 에이리언,2009-04-23,672285 
837,고양이: 죽음을 보는 두 개의 눈,2011-07-07,670295 
838,패신저스,2017-01-04,668576 
839,"연애, 그 참을 수 없는 가벼움",2006-09-07,668104 
840,카,2006-07-20,665303 
841,하늘에서 음식이 내린다면,2010-02-11,665096 
842,리핑 10개의 재앙,2007-04-19,664000 
843,인어 공주,2004-06-30,661679 
844,명탐정 코난 : 칠흑의 추적자,2009-07-29,661550 
845,동해물과 백두산이,2003-12-31,659544 
846,신데렐라,2006-08-17,659122 
847,삼총사 3D,2011-10-12,657564 
848,실종,2009-03-19,654587 
849,열정같은소리하고있네,2015-11-25,654407 
850,아이 엠 넘버 포,2011-02-24,654386 
851,엔더스 게임,2013-12-31,654212 
852,그날의 분위기,2016-01-14,652453 
853,여고괴담 5,2009-06-18,652097 
854,울학교 이티,2008-09-11,651439 
855,오션스,2010-07-28,650994 
856,스텔스,2005-07-28,650160 
857,아빠는 딸,2017-04-12,646412 
858,프레스티지,2006-11-02,646184 
859,사냥,2016-06-29,645922 
860,눈먼자들의 도시,2008-11-20,645218 
861,리오,2011-07-27,645191 
862,아파트,2006-07-06,644893 
863,명탐정 코난 : 침묵의 15분,2011-08-03,644216 
864,페임,2009-09-24,644163 
865,머니볼,2011-11-17,641099 
866,사랑할 때 버려야 할 아까운 것들,2004-02-13,640830 
867,백만장자의 첫사랑,2006-02-09,639596 
868,호튼,2008-04-30,638598 
869,스노우 화이트 앤 더 헌츠맨,2012-05-30,636631 
870,마고리엄의 장난감 백화점,2007-12-24,635341 
871,널 기다리며,2016-03-10,634953 
872,플랜맨,2014-01-09,632299 
873,판타스틱 4: 실버 서퍼의 위협,2007-08-08,631990 
874,핸드폰,2009-02-19,630049 
875,스승의 은혜,2006-08-03,629452 
876,컨택트,2017-02-02,629322 
877,조선마술사,2015-12-30,628576 
878,다찌마와리,2008-08-14,628508 
879,명탐정 코난: 천공의 난파선,2010-07-21,628423 
880,설리: 허드슨강의 기적,2016-09-28,627102 
881,앨빈과 슈퍼밴드2,2009-12-30,625900 
882,더 임파서블,2013-01-17,622572 
883,해부학 교실,2007-07-11,622400 
884,아더 크리스마스,2011-11-25,622286 
885,본 슈프리머시,2004-08-20,620000 
886,눈의 여왕 2: 트롤의 마법거울,2014-12-24,618598 
887,인 타임,2011-10-27,616943 
888,홍길동의 후예,2009-11-26,616654 
889,특종: 량첸살인기,2015-10-22,616481 
890,행복을 찾아서,2007-02-28,615374 
891,앨빈과 슈퍼밴드,2007-12-19,612936 
892,잭 리처: 네버 고 백,2016-11-30,612328 
893,미쓰GO,2012-06-21,611685 
894,무영검,2005-11-18,609852 
895,서부전선,2015-09-24,609063 
896,그린 존,2010-03-25,606841 
897,헝거게임: 판엠의 불꽃,2012-04-05,606531 
898,왓치맨,2009-03-05,606317 
899,이층의 악당,2010-11-24,605224 
900,피에타,2012-09-06,602967 
901,역전의 명수,2005-04-15,602078 
902,그루지,2005-05-26,601342 
903,페이첵,2004-01-22,600067 
904,다이노소어 어드벤처 3D,2013-12-19,599963 
905,반가운 살인자,2010-04-08,599176 
906,우는 남자,2014-06-04,599050 
907,콜롬비아나,2011-08-31,598373 
908,일루셔니스트,2007-03-08,597174 
909,타잔 3D,2014-01-09,597142 
910,데스노트 : 라스트 네임,2007-01-10,596484 
911,용의주도 미스신,2007-12-18,595872 
912,레터스 투 줄리엣,2010-10-06,593630 
913,애정결핍이 두 남자에게 미치는 영향,2006-11-16,593277 
914,황제를 위하여,2014-06-11,592041 
915,맨 온 렛지,2012-02-22,591841 
916,패션왕,2014-11-06,591125 
917,뜨거운 것이 좋아,2008-01-17,590409 
918,47 미터,2017-07-19,590041 
919,더 울프 오브 월스트리트,2014-01-09,585082 
920,해피 피트,2006-12-21,584900 
921,바디 오브 라이즈,2008-10-23,584861 
922,치킨리틀,2006-01-26,584706 
923,디스터비아,2007-08-30,583993 
924,퀴즈왕,2010-09-16,583183 
925,마법사의 제자,2010-07-21,582698 
926,다크 섀도우,2012-05-10,582126 
927,고고 70,2008-10-03,581468 
928,어린왕자,2015-12-23,579130 
929,인시디어스: 두번째 집,2013-12-05,577758 
930,백설공주,2012-05-03,576150 
931,채피,2015-03-12,573657 
932,섀도우 헌터스: 뼈의 도시,2013-09-12,571074 
933,열혈남아,2006-11-09,570059 
934,루퍼,2012-10-11,570010 
935,앨빈과 슈퍼밴드3,2011-12-15,569773 
936,화이트 하우스 다운,2013-06-27,569500 
937,동갑내기 과외하기 레슨 2,2007-04-19,566498 
938,클로버필드,2008-01-24,562764 
939,파파,2012-02-01,562156 
940,다세포소녀,2006-08-10,561803 
941,스텝 업: 올 인,2014-09-03,560620 
942,싱 스트리트,2016-05-19,560578 
943,슈퍼맨이었던 사나이,2008-01-31,559705 
944,레지던트 이블 5 : 최후의 심판,2012-09-13,558433 
945,레지던트 이블 3 - 인류의 멸망,2007-10-18,557851 
946,잉크하트 : 어둠의 부활,2009-01-29,556496 
947,아이스 에이지: 지구 대충돌,2016-07-20,553760 
948,뱅크 잡,2008-10-30,553159 
949,메카닉: 리크루트,2016-08-31,551897 
950,극장판 요괴워치: 탄생의 비밀이다냥!,2015-07-22,550728 
951,하류인생,2004-05-21,550000 
952,사랑 따윈 필요 없어,2006-11-09,548998 
953,어깨동무,2004-03-12,545735 
954,가발,2005-08-12,545591 
955,호로비츠를 위하여,2006-05-25,544656 
956,청연,2005-12-29,543597 
957,빌리지,2004-09-24,542950 
958,사랑방 선수와 어머니,2007-08-08,541236 
959,너는 펫,2011-11-10,540972 
960,트럭,2008-09-25,540485 
961,트리플 X2 : 넥스트 레벨,2005-04-29,540056 
962,신화 : 진시황릉의 비밀,2005-10-13,538381 
963,애프터 어스,2013-05-30,537920 
964,이태원 살인사건,2009-09-10,537075 
965,미쓰 홍당무,2008-10-16,532324 
966,판의 미로 - 오필리아와 세 개의 열쇠,2006-11-30,532097 
967,사이코메트리,2013-03-07,531953 
968,사랑을 놓치다,2006-01-26,529138 
969,키다리 아저씨,2005-01-14,528817 
970,챔프,2011-09-07,528149 
971,러브 & 드럭스,2011-01-13,527077 
972,몬스터,2014-03-13,526282 
973,명탐정 코난: 11번째 스트라이커,2012-07-19,524914 
974,미스트,2008-01-10,524572 
975,샴,2007-07-17,524218 
976,언노운,2011-02-17,522794 
977,체인질링,2009-01-22,522667 
978,인베이젼,2007-09-20,520800 
979,얼굴 없는 미녀,2004-08-06,520753 
980,헬머니,2015-03-05,519983 
981,퍼시 잭슨과 괴물의 바다,2013-09-12,519584 
982,얼라이드,2017-01-11,518916 
983,더블타겟,2007-04-26,518777 
984,소셜 네트워크,2010-11-18,517286 
985,아이스케키,2006-08-24,516492 
986,고스트버스터즈,2016-08-25,515522 
987,피라냐,2010-08-26,515074 
988,퍼스트 어벤져,2011-07-28,514417 
989,여배우들,2009-12-10,514052 
990,거울나라의 앨리스,2016-09-07,513202 
991,발레리안: 천 개 행성의 도시,2017-08-30,511940 
992,프렌즈: 몬스터섬의비밀 3D,2011-12-29,510996 
993,가려진 시간,2016-11-16,510878 
994,플라이 대디,2006-08-03,510604 
995,뻔뻔한 딕&제인,2006-03-30,509740 
996,13구역: 얼티메이텀,2009-04-16,509640 
997,먹고 기도하고 사랑하라,2010-09-30,509623 
998,여고괴담 4 : 목소리,2005-07-15,508319 
999,원탁의 천사,2006-08-24,508285 
"1,000",명탐정 코난: 순흑의 악몽,2016-08-03,507508 
"1,001",남자사용설명서,2013-02-14,507257 
"1,002",도라에몽 : 스탠 바이 미,2015-02-12,503516 
"1,003",어웨이크,2008-03-27,502807 
"1,004",착신아리,2004-07-09,502036 
"1,005",비밀의 숲 테라비시아,2007-02-15,501863 
"1,006",그레이트 월,2017-02-15,501286 
"1,007",마이애미 바이스,2006-08-17,500806 
"1,008",나인,2009-12-31,499838 
"1,009",레지던트 이블 2-아포칼립스,2004-11-05,499000 
"1,010",노예 12년,2014-02-27,498004 
"1,011",아부의 왕,2012-06-21,497880 
"1,012",캐치미,2013-12-18,492773 
"1,013",무서운 이야기 2,2013-06-05,492465 
"1,014",불량남녀,2010-11-04,491207 
"1,015",레드,2010-11-03,489855 
"1,016",또 하나의 약속,2014-02-06,489409 
"1,017",러브 액츄얼리,2003-12-05,488600 
"1,018",오펀: 천사의 비밀,2009-08-20,488242 
"1,019",아들,2007-05-01,488221 
"1,020",카3: 새로운 도전,2017-07-13,487921 
"1,021",넥스트,2007-05-17,486274 
"1,022",해어화,2016-04-13,485083 
"1,023",천년여우 여우비,2007-01-25,482988 
"1,024",계춘할망,2016-05-19,480987 
"1,025",소녀괴담,2014-07-02,480528 
"1,026",조선미녀삼총사,2014-01-29,480361 
