순번,영화명,개봉일,전국관객수
"4,802",나는 야한 여자가 좋다,2014-07-10,1688 
"4,803",그때 거기 있었습니까?,2008-01-03,1687 
"4,804","컴, 투게더",2017-05-11,1687 
"4,805",그랜드 센트럴,2014-09-18,1683 
"4,806",조,2014-07-03,1682 
"4,807",펫,2016-11-30,1676 
"4,808",10 아이템 오어 레스,2013-06-13,1676 
"4,809",에덴: 로스트 인 뮤직,2015-10-29,1675 
"4,810",키사라기 미키짱,2010-02-11,1672 
"4,811",크리스마스 별장,2008-12-24,1670 
"4,812",남자 대 여자: 섹스가 문제다,2013-05-03,1665 
"4,813",설마 그럴리가 없어,2012-06-21,1664 
"4,814",셀러브리티 섹스테이프,2013-06-27,1664 
"4,815",대마술사,2013-05-17,1661 
"4,816",숫호구,2014-08-07,1660 
"4,817",스시 걸,2013-11-13,1660 
"4,818",정사 : 두 여자와의 로맨스,2013-04-19,1657 
"4,819",009 사이보그 ,2013-05-09,1656 
"4,820",지옥이 뭐가 나빠,2014-11-13,1654 
"4,821",광대를 위한 슬픈 발라드,2012-08-09,1653 
"4,822",친구의 아내를 탐하다,2013-05-31,1653 
"4,823",권법 쿵푸의 신,2013-08-02,1652 
"4,824",사울과 다윗,2005-07-16,1652 
"4,825",스티븐 시걸의 리벤지,2013-06-28,1652 
"4,826",에스엠타운 라이브인도쿄스페셜에디션3D,2012-10-11,1652 
"4,827",한강블루스,2016-09-22,1652 
"4,828",해밀턴2: 살인면허,2013-06-14,1652 
"4,829",포르노그래픽 러브,2013-08-09,1651 
"4,830",호박전,2006-06-22,1651 
"4,831",뜨거운 욕망,2013-07-12,1650 
"4,832",아웃포스트 : 블랙선,2013-06-20,1650 
"4,833",어펜더: 범죄와의 전쟁,2013-04-26,1650 
"4,834",언디스퓨티드: 1대100의 혈투,2013-06-07,1650 
"4,835",식스 블릿츠: 분노의 추적,2013-08-16,1648 
"4,836",사랑의 유효기간은 3년,2014-02-13,1646 
"4,837",시체 전문 처리반 - 스머글러,2013-09-05,1641 
"4,838",일본패망하루전,2016-08-11,1640 
"4,839",원피스 : 에피소드 오브 나미 ~항해사의 눈물과 동료의 인연~,2014-11-06,1639 
"4,840",천리마 축구단,2005-08-26,1639 
"4,841",드래곤빌리지화이트니스타운을 구하라,2017-05-30,1637 
"4,842",타이치2 히어로,2014-07-24,1635 
"4,843",눈부신 하루,2006-02-23,1630 
"4,844",드래곤 아이즈,2012-12-20,1628 
"4,845",갇힌 여인,2005-12-23,1626 
"4,846",파리에서,2007-12-13,1626 
"4,847",간츠: 오,2017-05-11,1625 
"4,848",카르멘,2012-11-10,1624 
"4,849",과거가 없는 남자,2005-10-14,1621 
"4,850",들개들,2014-01-23,1617 
"4,851",온 투어,2012-04-05,1616 
"4,852",굿 럭 척,2008-01-17,1614 
"4,853",스트레인저 인사이드,2013-09-26,1612 
"4,854",아름답다,2008-02-14,1612 
"4,855",필름시대사랑,2015-10-22,1611 
"4,856",로우,2017-08-05,1610 
"4,857",베티블루 37.2 디오리지널,2016-07-28,1609 
"4,858",데드 걸,2007-11-08,1608 
"4,859",소년감독,2008-10-30,1608 
"4,860",좋아서 만든 영화,2009-12-17,1607 
"4,861",와일드 빌,2013-12-19,1605 
"4,862",누나,2013-01-03,1603 
"4,863",프린세스 사쿠라,2013-10-02,1601 
"4,864",청포도 사탕: 17년 전의 약속,2012-09-06,1600 
"4,865",홈프론트-하드액션,2014-06-19,1598 
"4,866",대부 : 끝나지 않은 이야기,2013-06-20,1596 
"4,867",베이타운 디스코,2013-09-12,1593 
"4,868",수호지 가면영웅 - 귀두,2013-01-31,1592 
"4,869",악의교전,2013-08-29,1592 
"4,870",체온 ? 그녀의 온도,2013-09-26,1591 
"4,871",비밀과외,2014-02-13,1590 
"4,872",가을 소나타,2012-03-22,1589 
"4,873",히어로,2010-11-18,1589 
"4,874",히든서스펙트,2013-05-23,1584 
"4,875",원피스 : 에피소드 오브 루피 ~핸드 아일랜드의 모험~,2014-12-10,1581 
"4,876",캅카,2015-12-10,1581 
"4,877",마음의 속삭임,2008-11-27,1577 
"4,878",다마모에,2007-06-14,1574 
"4,879",우리는 그곳에 있었다,2013-07-18,1574 
"4,880",파라다이스 키스,2013-06-20,1572 
"4,881",네버다이 버터플라이,2013-10-17,1571 
"4,882",그럼에도 불구하고,2017-08-24,1570 
"4,883",워킹 톨,2004-09-10,1570 
"4,884",코드네임 : 콜드워,2016-10-13,1570 
"4,885",꽃보다 처녀귀신,2015-01-15,1567 
"4,886",아브릴과 조작된 세계,2016-12-15,1567 
"4,887",리턴,2006-09-01,1566 
"4,888",가시꽃,2013-08-22,1565 
"4,889",바리새인,2014-09-25,1565 
"4,890",무용,2008-05-22,1564 
"4,891",열애,2014-07-23,1564 
"4,892",섹슈얼 컴펄전,2013-06-13,1563 
"4,893",말라 노체,2007-03-29,1562 
"4,894",무사 4대 문파와의 혈투,2013-08-23,1560 
"4,895",차일디쉬 게임즈,2013-09-26,1560 
"4,896",옴 샨티 옴,2013-02-14,1558 
"4,897",댄서김의 은밀한 교수법,2013-10-02,1556 
"4,898",더 패키지: 일급비밀,2013-07-26,1556 
"4,899",시간의 숲,2012-04-19,1556 
"4,900",늑대인간,2013-09-12,1553 
"4,901",테러라인,2013-10-17,1553 
"4,902",유니버셜 솔저4: 클론의 반란,2013-06-20,1552 
"4,903",넘버스 스테이션,2013-06-05,1551 
"4,904",해결사,2013-01-24,1551 
"4,905",당신은 나의 베스트셀러,2008-03-13,1549 
"4,906",알렉산더 : 절대 영웅의 탄생,2013-09-17,1548 
"4,907",중독애,2014-07-16,1547 
"4,908",터질거야,2008-02-28,1547 
"4,909",굿바이 버클리,2016-03-10,1546 
"4,910",비밀의 아코짱,2013-10-17,1546 
"4,911",왕자가 된 소녀들,2013-04-18,1546 
"4,912",잔다라 더 피날레,2014-05-01,1546 
"4,913",도노반스 에코,2014-01-16,1544 
"4,914",맥아더 : 일본 침몰에 관한 불편한 해석,2014-07-17,1543 
"4,915",치어리더 캠프,2013-07-04,1540 
"4,916",투 더 원더,2014-03-06,1540 
"4,917",건,2013-12-26,1539 
"4,918",유오성의 7인의 암살단,2014-07-16,1537 
"4,919",살인재능,2015-07-30,1536 
"4,920",사랑은 타이밍,2005-11-03,1532 
"4,921",에비던스,2013-12-26,1532 
"4,922",넥스트 투모로우,2013-07-11,1530 
"4,923",불량경찰: 부정부패 소탕작전,2013-08-29,1530 
"4,924",가자! 장미여관으로 3 - 방황,2014-10-08,1529 
"4,925",레닌그라드: 900일간의 전투,2013-01-20,1528 
"4,926",슬립리스 나이트,2013-07-11,1528 
"4,927",플라워 쇼,2016-10-27,1524 
"4,928",로봇G,2013-06-20,1520 
"4,929",우리동네 포르노스타,2013-07-10,1519 
"4,930",인 허 플레이스,2015-12-17,1518 
"4,931",흔들리는 구름,2006-03-31,1518 
"4,932",반딧불 언덕에서,2012-11-01,1516 
"4,933",디 엔드: 인류 최후의 날,2013-03-13,1515 
"4,934",부기우기: 상위 1%의 섹스,2013-06-20,1514 
"4,935",김정일리아,2011-06-23,1513 
"4,936",오피서 다운,2013-12-12,1513 
"4,937","나의 딸, 나의 누나",2017-03-23,1511 
"4,938",옥보단2012 : 천하애정비법,2012-12-13,1511 
"4,939",블라인드 디텍티브,2014-01-23,1510 
"4,940",10일간의 원나잇 스탠드,2012-11-29,1510 
"4,941",아타나주아 ,2003-12-19,1509 
"4,942",K 미싱 킹즈,2015-04-16,1509 
"4,943",신성일의 행방불명,2006-02-16,1508 
"4,944",미쓰 마마,2012-10-18,1504 
"4,945",길,2008-11-06,1503 
"4,946",루팡 3세: 칼리오스트로의 성,2017-05-25,1503 
"4,947",리틀 칠드런,2007-02-15,1501 
"4,948",나이트 워치,2005-12-08,1500 
"4,949",대상해,2013-04-06,1500 
"4,950",맥시멈 컨빅션,2013-01-11,1500 
"4,951",무민가족의 한여름 대소동,2013-06-20,1500 
"4,952",미소,2004-02-13,1500 
"4,953",아웃레이지,2010-12-02,1500 
"4,954",해피엔딩 네버엔딩,2014-02-13,1498 
"4,955",로니를 찾아서,2009-06-04,1495 
"4,956",머펫 대소동,2012-05-18,1495 
"4,957",남자들이 모르는 은밀한 것들,2006-02-17,1493 
"4,958",돈 지오반니,2012-02-29,1491 
"4,959",수상한 이웃들,2011-04-14,1491 
"4,960",풍운결,2013-10-31,1490 
"4,961",흔들리는 물결,2016-10-27,1489 
"4,962",아이다,2013-08-03,1486 
"4,963",히트맨 NO.2 : 살인면허,2014-05-08,1485 
"4,964",헬터 스켈터,2013-05-09,1484 
"4,965",스케치,2014-03-27,1483 
"4,966",화도대전 ,2014-10-08,1480 
"4,967",들개,2014-04-03,1479 
"4,968",수호지-영웅천하 손립,2013-11-13,1470 
"4,969",20세기 소년-제2장: 마지막 희망,2009-12-17,1470 
"4,970",두 개의 연애,2016-04-14,1466 
"4,971",좋아해,2006-11-16,1465 
"4,972",슈퍼스타,2012-06-07,1463 
"4,973",전망 좋은 집,2012-10-25,1461 
"4,974",명령불복종 교사,2015-05-14,1455 
"4,975",양자탄비 ,2012-03-22,1454 
"4,976",5쿼터,2012-08-23,1450 
"4,977",주윤발의 도성풍운,2014-03-06,1449 
"4,978",스롤란 마이러브,2012-02-09,1448 
"4,979",파리 36의 기적,2011-02-17,1447 
"4,980",라 트라비아타,2017-01-22,1442 
"4,981","서툴지만, 사랑",2015-12-10,1442 
"4,982",노후 대책 없다,2017-06-29,1438 
"4,983",대영웅 소남인,2014-12-24,1438 
"4,984",왠 유어 스트레인지,2010-12-23,1438 
"4,985",카르멘,2015-04-11,1438 
"4,986",20 30 40,2004-10-22,1428 
"4,987",400번의 구타,2016-04-13,1427 
"4,988",3-4X10월,2004-08-20,1426 
"4,989",상하이의 밤,2007-12-06,1422 
"4,990",죽지않아,2013-08-08,1422 
"4,991",배드 블러드,2013-04-24,1420 
"4,992",코리올라누스,2016-11-10,1415 
"4,993",파일 : 4022일의 사육,2015-12-10,1414 
"4,994",덫: 치명적인 유혹,2015-09-17,1413 
"4,995",사랑의 묘약,2013-03-09,1408 
"4,996",개인교수 2014,2014-10-08,1407 
"4,997",나는 증인이다,2016-09-14,1407 
"4,998",성범죄 수사대,2014-10-16,1407 
"4,999",쌍자신투,2014-10-16,1407 
"5,000",시베리아 횡단열차: 대탈주,2014-10-23,1406 
"5,001",딜쿠샤,2016-11-24,1403 
"5,002",란도리,2006-12-14,1403 
"5,003",진링의 13소녀,2013-11-14,1403 
"5,004",트러블 메이커,2014-01-09,1402 
"5,005",신검전설,2013-07-24,1400 
"5,006",마드모아젤 C,2014-01-02,1399 
"5,007",활,2005-05-12,1398 
"5,008",레바논 감정,2014-02-27,1393 
"5,009",리버 로드,2017-03-30,1388 
"5,010",카란디루,2004-09-10,1387 
"5,011","10,000km(만 킬로미터)",2015-07-16,1387 
"5,012",달은 어디에 떠 있는가,2007-05-03,1385 
"5,013",음모자들,2014-06-12,1385 
"5,014",밀월도 가는 길,2012-03-08,1380 
"5,015",유키와 니나,2010-07-15,1380 
"5,016",레이어 케이크,2005-09-16,1379 
"5,017",세비야의 이발사,2015-02-04,1379 
"5,018",성난 화가,2015-06-18,1377 
"5,019",공각기동대 신극장판,2017-04-20,1376 
"5,020",슬리핑 뷰티,2011-10-20,1376 
"5,021",요절복통 프레드의 사랑찾기,2008-07-10,1375 
"5,022",아워 뮤직,2006-09-07,1372 
"5,023",술이 깨면 집에 가자,2012-07-12,1371 
"5,024",나그네와 마술사,2006-04-28,1368 
"5,025",제프 벡 로니스콧 라이브,2010-07-22,1367 
"5,026",바후발리 : 더 비기닝,2016-11-10,1365 
"5,027",비키니 대작전,2013-09-06,1365 
"5,028",굿바이 그레이스,2009-10-22,1361 
"5,029",개: dog eat dog,2015-03-05,1359 
"5,030",쎄븐 플로어,2014-09-15,1355 
"5,031",사랑은 당신,2013-11-28,1353 
"5,032",작별,2008-03-27,1353 
"5,033","여름, 속삭임",2008-10-16,1351 
"5,034",미안해,2005-05-05,1350 
"5,035",철의 꿈,2014-11-13,1348 
"5,036",바라: 축복,2014-06-05,1346 
"5,037",바바라,2013-03-21,1346 
"5,038",라 트라비아타,2012-10-23,1342 
"5,039",파라노말액티비티-도쿄나이트,2011-12-01,1341 
"5,040",리틀 디제이,2010-03-11,1338 
"5,041",슈퍼스톰,2014-05-15,1334 
"5,042",테레즈 데케루,2014-12-04,1334 
"5,043",명랑한 갱이 지구를 움직인다,2007-11-08,1331 
"5,044",시크릿,2013-08-29,1330 
"5,045",리저너블 다우트,2014-10-02,1328 
"5,046",랑랑 라이브 인 런던,2014-03-27,1327 
"5,047","소설, 영화와 만나다",2013-11-21,1327 
"5,048",사랑에 미치다,2016-08-31,1326 
"5,049",마농 레스코,2016-08-06,1324 
"5,050",마담 버터플라이,2016-09-03,1324 
"5,051",넬리,2017-08-24,1322 
"5,052",애니멀 타운,2011-03-10,1316 
"5,053",희망의 별 - 이퀘지레템바,2010-10-07,1312 
"5,054",샤크 스톰,2014-09-24,1311 
"5,055",보이 걸 씽,2009-03-12,1309 
"5,056",오텔로,2016-03-05,1309 
"5,057",로미오와 줄리엣,2017-06-03,1306 
"5,058",산하고인,2016-03-10,1306 
"5,059",루살카,2017-07-01,1299 
"5,060",범죄의 제국,2015-08-06,1297 
"5,061",아이디: 에이,2012-11-22,1293 
"5,062",평범한 날들,2011-09-29,1290 
"5,063",학교 가는 길,2008-06-19,1289 
"5,064",두 개의 눈을 가진 아일랜드,2008-09-18,1286 
"5,065",방황의 날들,2007-09-07,1285 
"5,066",극장판 푸른 강철의 아르페지오 -아르스 노바- 카덴차,2016-08-04,1282 
"5,067",엣지 오브 타임,2014-08-14,1281 
"5,068",S 중독자의 고백,2011-12-29,1279 
"5,069",비치온더비치,2016-12-08,1272 
"5,070",크레이지,2008-02-05,1272 
"5,071",나는 나를 파괴할 권리가 있다,2005-04-15,1271 
"5,072",숲의 전설,2014-07-24,1270 
"5,073",얼굴도둑,2016-05-19,1269 
"5,074",하숙집 2,2016-01-07,1266 
"5,075",헛소동,2017-07-27,1266 
"5,076",더 트리,2012-09-13,1263 
"5,077",맨 온 와이어,2010-02-04,1258 
"5,078",좋은 친구들 ,2013-03-28,1258 
"5,079",데이빗 린치: 아트 라이프,2017-09-21,1257 
"5,080",이사벨라,2006-09-28,1254 
"5,081",푸른 수염,2010-04-01,1253 
"5,082",체르노빌 다이어리,2014-02-13,1250 
"5,083",할리우드 폭로전,2014-02-06,1250 
"5,084","열여덟, 열아홉",2012-03-01,1249 
"5,085",나는 야한 여자가 좋다 2,2014-10-01,1248 
"5,086",뽕똘,2011-08-25,1247 
"5,087",카이츠,2013-10-24,1239 
"5,088",파리오페라발레 갈라쇼,2015-05-02,1239 
"5,089",스톰 둠스데이,2014-10-01,1237 
"5,090",맥베스,2015-01-24,1236 
"5,091",나비와 바다,2013-01-24,1235 
"5,092",오페라-호프만의 이야기,2010-02-06,1229 
"5,093",밝은 미래,2004-04-23,1228 
"5,094",노아-40일간의 기적,2014-08-13,1227 
"5,095",위험한 유혹 - 추억이 떠나면 외로움만 남는다,2014-09-17,1227 
"5,096",피케이: 별에서 온 얼간이 감독판,2015-09-03,1227 
"5,097",떡,2014-08-06,1225 
"5,098",모두의 천사 가디 ,2015-05-07,1225 
"5,099",이고르와 학의 여행,2013-08-01,1224 
"5,100",만덜레이,2007-07-26,1223 
"5,101",기타가 웃는다,2011-11-17,1222 
"5,102",붕대클럽,2008-01-10,1221 
"5,103",노블,2015-10-01,1220 
"5,104",모터웨이: 분노의 질주,2012-12-06,1220 
"5,105",콜로니 : 지구 최후의 날,2014-02-13,1220 
"5,106",빙봉협: 중생지문,2014-08-06,1219 
"5,107",킹스 앤 퀸,2007-03-02,1219 
"5,108",끌로끌로,2012-10-04,1218 
"5,109",영화판,2012-12-06,1217 
"5,110",폴링,2016-03-24,1217 
"5,111",로엔그린,2017-08-27,1214 
"5,112",퍼머넌트 노바라,2010-11-04,1213 
"5,113",만담강호,2017-03-22,1211 
"5,114",오! 마이 보스!,2007-06-14,1211 
"5,115",이웃집 남자,2010-03-18,1207 
"5,116",고래와 창녀,2006-07-13,1206 
"5,117",볼쇼이 바빌론,2016-08-25,1199 
"5,118",콘돌은 날아간다,2013-05-30,1199 
"5,119",화이팅 패밀리,2012-09-13,1199 
"5,120",붓다:싯다르타 왕자의 모험,2013-05-17,1196 
"5,121",우리친구 피들스틱스,2016-10-13,1196 
"5,122",아틀란틱 머신,2014-10-07,1191 
"5,123",올리버 트위스트,2005-12-29,1188 
"5,124",존 라베 : 난징 대학살,2014-03-20,1184 
"5,125",가름워즈: 마지막 예언자,2015-12-03,1179 
"5,126",분신사바-저주의 시작,2014-09-30,1178 
"5,127",사령(死靈) - 리케의 저주,2007-08-23,1177 
"5,128",홈,2009-06-05,1177 
"5,129",극장판 헌터X헌터 : 더 라스트 미션 ,2014-05-22,1176 
"5,130",라 트라비아타,2015-08-12,1175 
"5,131",글래디에이터: 로마 영웅 탄생의 비밀 3D 확장 감독판,2013-07-25,1170 
"5,132",마탄의 사수,2016-07-03,1170 
"5,133",폴 다이어리,2013-05-30,1169 
"5,134","쿠미코, 더 트레저 헌터",2016-01-14,1168 
"5,135",시실리 : 피의 전쟁,2014-08-20,1164 
"5,136",뽕2014,2014-12-11,1161 
"5,137",사사건건,2010-01-21,1161 
"5,138","시발, 놈: 인류의 시작",2016-08-18,1159 
"5,139",욕망,2004-02-20,1150 
"5,140",스트레인저: 무황인담,2009-03-12,1147 
"5,141",야스쿠니,2009-08-06,1145 
"5,142",중경,2008-11-06,1144 
"5,143",안드레아 세니에 ,2013-01-19,1143 
"5,144",경계,2016-06-30,1142 
"5,145",레밍,2006-05-17,1142 
"5,146",마이애미 대침몰,2014-09-04,1141 
"5,147",호기심이 고양이를 죽인다,2008-01-24,1141 
"5,148",다섯번째 계절,2006-02-09,1140 
"5,149",3xFTM,2009-06-04,1140 
"5,150",우리도 사랑한다,2009-05-28,1136 
"5,151",멋진 녀석들,2013-06-05,1134 
"5,152",대무생,2014-02-27,1132 
"5,153",한밤의 아이들,2015-07-02,1131 
"5,154",낭만파 남편의 편지,2013-09-12,1130 
"5,155",야근 대신 뜨개질,2016-11-17,1128 
"5,156",불안,2005-06-10,1127 
"5,157",스위니,2014-04-17,1126 
"5,158",쇼핑걸,2006-04-28,1125 
"5,159",18: 우리들의 성장 느와르,2014-08-14,1124 
"5,160",러블리 로즈,2008-11-06,1123 
"5,161",전장의 묵시록,2014-09-17,1121 
"5,162",토스카,2015-04-01,1121 
"5,163",스티븐 시걸의 CIA,2014-03-20,1120 
"5,164",징기스칸 2014,2014-03-20,1120 
"5,165",철콘 근크리트,2007-08-02,1117 
"5,166",클로즈드 노트,2011-04-14,1117 
"5,167",신의 선물,2014-04-10,1116 
"5,168",다크 스페이스,2013-10-10,1113 
"5,169","안녕, 투이",2014-11-27,1113 
"5,170",예고살인자,2014-05-08,1112 
"5,171",자이언트 몽키,2014-08-27,1108 
"5,172",단지 유령일 뿐,2009-03-19,1107 
"5,173",파우스트,2012-06-19,1101 
"5,174",사샤,2013-03-14,1100 
"5,175",오란고교 호스트부,2013-03-14,1100 
"5,176",락 앤 러브,2012-08-30,1099 
"5,177",시티 워: 익스트림 킬러,2017-02-28,1097 
"5,178",명검,2014-09-04,1091 
"5,179",미녀들의 전쟁,2010-06-24,1088 
"5,180",노인과 바다,2014-06-28,1087 
"5,181",장기왕 : 가락시장 레볼루션,2017-02-02,1087 
"5,182",페어리,2012-12-20,1087 
"5,183",프란체스코와 교황,2012-05-17,1087 
"5,184",패왕별희 디 오리지널,2017-03-30,1085 
"5,185",행복한 울릉인,2010-02-25,1085 
"5,186",리골레토,2013-09-28,1082 
"5,187",미션 이스탄불,2017-08-17,1082 
"5,188",듀엣,2012-04-19,1081 
"5,189",몬스터즈,2014-05-29,1080 
"5,190",퍼니 게임,2009-10-08,1080 
"5,191",하쿠나 마타타 - 지라니 이야기,2010-12-09,1080 
"5,192",닌자2: 섀도우 어쌔신,2014-10-16,1077 
"5,193",춘하추동 로맨스,2014-12-04,1074 
"5,194",약탈자들,2009-06-18,1071 
"5,195",스팽글리쉬,2005-04-22,1070 
"5,196",파프리카,2007-11-02,1070 
"5,197",닷핵퀀텀 : 숨겨진 몬스터의 비밀,2011-08-18,1067 
"5,198",로베르토 드브뢰,2016-10-01,1065 
"5,199",알라마르,2011-05-19,1065 
"5,200",슈퍼 사이클론 스톰,2014-08-27,1064 
"5,201",오페라- 햄릿 (메트로폴리탄),2010-06-12,1064 
"5,202",포화속의 우정,2014-02-27,1064 
"5,203",달사람,2014-11-13,1060 
"5,204",거짓말 2014,2014-10-22,1058 
"5,205",더 이클립스,2013-06-05,1057 
"5,206",신선조-낭인,2014-10-29,1057 
"5,207",에이지 오브 다이노소어,2014-10-15,1057 
"5,208",어느 비행사에 대한 추억,2013-05-16,1056 
"5,209",크레이지 호스,2012-04-19,1056 
"5,210","파리오페라 발레의 별, 아녜스",2014-12-10,1056 
"5,211",파리의 도둑고양이,2012-04-26,1056 
"5,212",인투 더 썬,2005-05-20,1054 
"5,213",야쿠자-피의 전쟁,2014-10-29,1052 
"5,214",청풍자,2014-10-16,1052 
"5,215",아야의 밤엔 사랑이 필요해,2014-08-14,1050 
"5,216",페이 더 고스트,2016-11-30,1049 
"5,217",JSA 남북공동초등학교,2016-01-21,1049 
"5,218",워 호스,2014-11-22,1047 
"5,219",즐거운 경찰,2005-07-15,1046 
"5,220",화이트 스톰,2014-02-20,1046 
"5,221",은밀한 가족,2014-04-10,1045 
"5,222",유신의 추억-다카키 마사오의 전성시대,2012-11-22,1043 
"5,223",무서운 집,2015-07-30,1039 
"5,224",예브게니 오네긴,2017-10-07,1038 
"5,225",공각기동대 S.A.C - Solid State Society,2013-05-23,1036 
"5,226",부도리의 꿈(감독판),2013-01-30,1033 
"5,227",나는 야한 여자가 좋다 3,2015-03-26,1031 
"5,228",짐승의 끝,2011-03-17,1030 
"5,229",탄호이저,2016-05-07,1030 
"5,230",스파이더,2005-03-11,1029 
"5,231",에일리언 비키니,2011-08-25,1028 
"5,232",킥 오프,2010-07-08,1025 
"5,233",렛 미 아웃,2013-08-15,1024 
"5,234",뮤직 네버 스탑,2011-10-27,1023 
"5,235",스타쉽 트루퍼스2,2004-06-25,1023 
"5,236",일 트로바토레,2014-09-20,1022 
"5,237",일대고수,2014-02-27,1020 
"5,238",고갈,2009-09-03,1019 
"5,239",거미의 땅,2016-01-14,1017 
"5,240",그림자 애인,2013-04-25,1013 
"5,241",아포칼립스 2014,2014-09-03,1011 
"5,242",어메이징 뮤턴트,2014-09-03,1011 
"5,243",짐작보다 따뜻하게,2016-05-19,1011 
"5,244",런어웨이 걸,2014-10-30,1010 
"5,245",트랜스아메리카,2006-11-16,1010 
"5,246",나쁜 피,2012-11-01,1008 
"5,247",코인라커,2015-05-28,1008 
"5,248","자, 이제 댄스타임",2014-06-26,1005 
"5,249",메콩호텔,2014-02-13,1001 
"5,250",루니 툰 : 백 인 액션,2003-12-24,1000 
"5,251",콜드 인 줄라이,2014-11-27,1000 
"5,252",할로우맨 2,2006-11-17,1000 
"5,253",엘리트 스쿼드 2,2011-11-24,999 
"5,254",소녀와 여자,2016-06-16,998 
"5,255",잃어버린 마법의 섬 홋타라케,2011-01-02,998 
"5,256",가면무도회,2013-06-29,996 
"5,257",누레예프 갈라,2015-06-11,996 
"5,258",변신,2007-07-12,996 
"5,259",감자심포니,2009-12-10,995 
"5,260",밀레니엄 : 제3부 벌집을 발로 찬 소녀,2012-04-05,995 
"5,261",케이지 다이브,2017-09-21,994 
"5,262",공각기동대 어라이즈 보더: 2 고스트 위스퍼스,2013-12-12,993 
"5,263","섹스, 거짓말 그리고 비디오 테이프",2012-07-12,993 
"5,264",토스카,2014-03-15,993 
"5,265",설인,2013-03-14,988 
"5,266",욕망의 독: 중독,2014-09-25,988 
"5,267",환상,2014-10-30,987 
"5,268",황야의 마니투,2005-10-28,986 
"5,269",목두기 비디오,2005-07-15,984 
"5,270",진주 조개 잡이,2016-06-04,984 
"5,271",미스터 레오스 카락스,2015-10-08,983 
"5,272",무게,2013-11-07,981 
"5,273",악사들,2014-12-04,981 
"5,274",오페라-아르미다 (메트로폴리탄),2010-07-10,981 
"5,275",이지머니 2,2016-05-19,980 
"5,276",메리 위도우,2015-07-18,978 
"5,277",소피 숄의 마지막 날들,2006-06-22,978 
"5,278",암고양이들,2017-07-27,974 
"5,279",경계,2007-11-08,973 
"5,280",아더왕의 전설,2016-11-09,967 
"5,281",신부와 편견,2005-04-02,964 
"5,282",프랑스 다이어리,2013-06-06,964 
"5,283",나도 때론 포르노그라피의 주인공이고 싶다,2015-11-12,961 
"5,284",체 게바라 : 뉴맨,2012-11-29,961 
"5,285",파스카,2015-07-09,961 
"5,286",용의 치과의사,2017-10-19,960 
"5,287",안드레아 보첼리: 러브 인 포르토피노,2013-05-08,959 
"5,288",한나를 위한 소나타,2013-10-24,959 
"5,289",데몬킹스,2016-02-25,957 
"5,290",영건 탐정사무소,2012-08-30,957 
"5,291",디바이드,2012-05-10,954 
"5,292",모테키: 모태솔로 탈출기,2013-09-26,954 
"5,293",사돈의 팔촌,2016-05-12,954 
"5,294",나의 딸,2016-08-04,953 
"5,295",나이팅게일,2014-09-25,951 
"5,296",마음,2007-05-10,948 
"5,297",아일랜드 - 시간을 훔치는 섬,2015-11-26,948 
"5,298",여덟 번의 감정,2010-09-30,948 
"5,299",드랙퀸 가무단,2005-07-08,945 
"5,300",마린스키 발레 지젤 3D,2012-11-01,945 
"5,301",일 트로바토레 잘츠부르크 페스티벌,2015-07-25,945 
"5,302",다 큰 여자들,2009-10-08,943 
"5,303",U.F.O.,2012-05-24,943 
"5,304",노르웨이의 숲,2010-09-30,941 
"5,305",더 뮬: 죽음의 질주,2014-03-13,940 
"5,306",전망 좋은 하우스 - 맛있는 섹스,2014-02-20,940 
"5,307",오펄 드림,2008-12-24,939 
"5,308",리바운드,2006-03-31,934 
"5,309",하나안,2012-10-11,934 
"5,310",밀크 오브 소로우-슬픈 모유,2013-08-22,933 
"5,311",유아 어글리 투,2016-05-26,933 
"5,312",송곳니,2012-01-05,932 
"5,313",멤피스,2013-05-23,931 
"5,314",솔로,2014-03-20,930 
"5,315",가면 무도회,2017-03-05,925 
"5,316",오르페오와 에우리디체,2015-02-07,924 
"5,317",쌍성계: 고대전설의 부활,2014-03-27,920 
"5,318",피가로의 결혼,2016-05-22,920 
"5,319","굿모닝, 나잇",2006-12-01,918 
"5,320",바람의 소리,2013-06-13,918 
"5,321",천상고원,2007-05-31,918 
"5,322",경,2010-04-29,916 
"5,323",젊은엄마 : 내 나이가 어때서,2015-05-07,916 
"5,324",커밍 홈,2015-05-28,911 
"5,325",인 더 섀도우 오브 우먼,2016-01-28,910 
"5,326",나를 닮은 얼굴,2010-09-30,907 
"5,327",동경 표류일기,2015-07-02,904 
"5,328",거룩한 소녀 마리아,2014-10-23,903 
"5,329",윌러드,2006-03-09,903 
"5,330",영광의 날들,2007-08-30,901 
"5,331",노랑머리 - 플라스틱 섹스,2013-08-01,900 
"5,332",왓니껴,2014-08-21,898 
"5,333",비단꽃길,2013-10-17,896 
"5,334",션샤인 러브,2015-09-17,896 
"5,335",7공주 대리운전,2015-05-28,894 
"5,336",8인의 수상한 신사들,2017-06-08,894 
"5,337",신비의 법,2012-11-29,893 
"5,338",더 콩그레스,2014-06-05,892 
"5,339",스타렛,2014-02-20,889 
"5,340",에브리씽 머스트 고,2012-07-12,887 
"5,341",페티쉬,2010-11-25,886 
"5,342",맛있는 인생,2010-10-28,885 
"5,343",섹슈얼 어딕션 : 꽃잎에 느껴지는 쾌락과 통증,2013-09-05,884 
